id,XA,XB,XC,XD,XE,XF,XG,XH,XI,XJ,XK,XL,XM,XN,XO,XP,XQ,XR,XS,XT,XU,XV,class
6704,4,4,1,2,9,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,7,class_1
6705,4,4,8,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,class_1
6706,3,4,1,2,4,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
6707,4,3,8,2,5,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,7,class_1
6708,5,3,1,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,2,class_1
6709,4,4,1,2,4,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,4,class_1
6710,4,3,1,2,5,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,4,class_1
6711,4,4,8,2,4,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,2,class_1
6712,3,4,1,2,5,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
6713,4,4,8,2,5,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,4,class_1
6714,3,4,8,2,5,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,7,class_1
6715,4,3,8,2,9,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,7,class_1
6716,3,4,8,2,4,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,4,class_1
6717,4,4,8,2,9,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,4,class_1
6718,4,4,1,2,5,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,4,class_1
6719,3,4,1,2,4,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,4,class_1
6720,3,4,8,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
6721,4,4,8,2,9,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,7,class_1
6722,3,4,8,2,5,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,2,class_1
6723,3,4,1,2,9,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,2,class_1
6724,4,4,8,2,5,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,7,class_1
6725,3,3,8,2,9,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,2,class_1
6726,3,4,1,2,4,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,class_1
6727,3,3,8,2,9,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,4,class_1
6728,4,4,8,2,4,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6729,3,4,8,2,9,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,7,class_1
6730,4,3,1,2,5,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,2,class_1
6731,3,4,8,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,2,class_1
6732,3,4,1,2,9,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,2,class_1
6733,4,4,8,2,4,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,7,class_1
6734,3,4,8,2,9,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,7,class_1
6735,4,4,1,2,4,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,2,class_1
6736,3,3,8,2,9,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,4,class_1
6737,4,3,8,2,4,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,7,class_1
6738,3,3,8,2,9,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,4,class_1
6739,5,3,1,2,4,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6740,4,3,1,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
6741,3,3,8,2,5,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,2,class_1
6742,4,4,1,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6743,3,4,8,2,9,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,7,class_1
6744,4,4,8,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,7,class_1
6745,3,1,4,2,7,3,2,1,5,1,7,3,3,8,8,1,3,3,6,8,4,1,class_2
6746,3,4,8,2,4,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,4,class_1
6747,4,4,1,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,2,class_1
6748,4,4,1,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6749,3,4,8,2,5,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
6750,3,4,8,2,4,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,2,class_1
6751,3,4,8,2,9,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,2,class_1
6752,4,3,8,2,4,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,7,class_1
6753,1,1,4,2,7,3,2,1,11,1,7,4,4,8,8,1,3,3,6,8,4,1,class_2
6754,4,3,1,2,9,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,7,class_1
6755,4,3,8,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,7,class_1
6756,4,3,1,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
6757,4,4,1,2,5,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,2,class_1
6758,4,3,1,2,5,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,7,class_1
6759,3,3,8,2,9,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,7,class_1
6760,4,3,1,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
6761,3,4,1,2,4,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,7,class_1
6762,4,3,8,2,5,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,7,class_1
6763,5,1,4,2,7,3,2,1,8,1,7,3,4,8,8,1,3,3,6,8,4,1,class_2
6764,1,4,1,2,7,1,1,1,12,1,7,4,4,5,5,1,1,2,6,6,2,2,class_2
6765,4,4,1,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
6766,3,4,1,2,9,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,4,class_1
6767,4,3,1,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,2,class_1
6768,4,4,8,2,9,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,2,class_1
6769,4,3,1,2,4,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,2,class_1
6770,4,4,1,2,5,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
6771,4,3,8,2,4,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6772,4,3,8,2,5,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,2,class_1
6773,4,4,1,2,9,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,2,class_1
6774,3,4,8,2,4,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,7,class_1
6775,3,1,9,2,7,3,2,1,5,1,7,4,3,8,8,1,3,3,6,8,3,1,class_2
6776,4,4,1,2,5,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6777,3,4,8,2,4,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,2,class_1
6778,3,4,1,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,7,class_1
6779,3,4,1,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,2,class_1
6780,3,4,1,2,5,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,7,class_1
6781,5,3,1,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,7,class_1
6782,4,4,1,2,4,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,4,class_1
6783,3,3,8,2,4,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,4,class_1
6784,4,4,1,2,4,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,4,class_1
6785,4,4,1,2,5,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,7,class_1
6786,3,4,1,2,9,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
6787,3,4,1,2,5,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,7,class_1
6788,3,3,8,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
6789,4,4,8,2,5,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,7,class_1
6790,4,4,8,2,9,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,2,class_1
6791,4,3,1,2,5,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,4,class_1
6792,3,4,8,2,9,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,2,class_1
6793,4,4,8,2,9,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,2,class_1
6794,4,3,8,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
6795,4,3,8,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,2,class_1
6796,3,3,8,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6797,4,3,1,2,5,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6798,4,4,1,2,5,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
6799,4,4,1,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,4,class_1
6800,5,3,8,2,5,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6801,4,4,8,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
6802,3,4,8,2,9,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,4,class_1
6803,3,3,8,2,4,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,4,class_1
6804,4,3,8,2,5,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
6805,3,3,8,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,7,class_1
6806,4,3,8,2,5,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,2,class_1
6807,4,3,1,2,4,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,7,class_1
6808,4,3,8,2,4,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,2,class_1
6809,3,3,8,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6810,3,4,8,2,4,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,7,class_1
6811,4,4,8,2,5,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,2,class_1
6812,4,4,8,2,5,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,4,class_1
6813,3,4,8,2,5,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6814,4,4,8,2,4,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,4,class_1
6815,4,4,8,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6816,4,4,1,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,2,class_1
6817,4,3,8,2,5,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,7,class_1
6818,4,3,1,2,9,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,4,class_1
6819,5,4,8,2,5,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,2,class_1
6820,4,4,1,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,7,class_1
6821,4,3,1,2,4,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6822,4,4,8,2,9,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,2,class_1
6823,4,3,8,2,4,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,2,class_1
6824,3,4,1,2,4,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6825,5,3,1,2,4,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,4,class_1
6826,3,3,8,2,9,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
6827,3,4,8,2,5,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,2,class_1
6828,3,4,4,2,7,3,2,1,11,1,7,3,4,8,8,1,3,3,6,8,3,1,class_2
6829,5,3,1,2,4,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,7,class_1
6830,3,4,1,2,4,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,4,class_1
6831,4,4,1,2,9,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,4,class_1
6832,4,4,1,2,9,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,4,class_1
6833,3,4,8,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,4,class_1
6834,4,4,8,2,5,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,2,class_1
6835,4,3,8,2,5,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6836,4,3,8,2,5,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,4,class_1
6837,4,4,1,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,2,class_1
6838,4,4,8,2,5,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,4,class_1
6839,3,4,1,2,5,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,4,class_1
6840,4,4,8,2,5,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,2,class_1
6841,3,4,8,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6842,4,4,8,2,4,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,7,class_1
6843,4,3,8,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,4,class_1
6844,5,3,8,2,9,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,4,class_1
6845,4,4,1,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6846,5,3,8,2,9,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,7,class_1
6847,4,4,8,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,2,class_1
6848,4,3,8,2,9,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
6849,4,4,8,2,5,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,2,class_1
6850,1,4,1,2,7,1,1,1,2,1,7,4,4,5,5,1,2,2,6,6,2,2,class_2
6851,3,4,1,2,5,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,7,class_1
6852,4,3,8,2,9,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,2,class_1
6853,4,3,1,2,9,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
6854,4,4,8,2,5,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,7,class_1
6855,4,3,1,2,5,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,4,class_1
6856,5,3,1,2,6,3,1,1,11,1,2,3,2,3,3,1,3,1,5,8,2,7,class_1
6857,3,4,8,2,5,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,4,class_1
6858,4,4,8,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6859,5,3,1,2,4,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,7,class_1
6860,4,4,8,2,5,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,4,class_1
6861,5,4,9,2,7,3,2,1,5,1,7,3,3,8,8,1,3,3,6,8,4,1,class_2
6862,4,3,1,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,2,class_1
6863,4,3,1,2,4,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,7,class_1
6864,4,3,1,2,4,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,4,class_1
6865,4,4,1,2,9,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
6866,4,4,1,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
6867,4,3,8,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,4,class_1
6868,3,4,8,2,5,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,7,class_1
6869,4,3,1,2,5,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,4,class_1
6870,3,4,1,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,class_1
6871,3,4,8,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,2,class_1
6872,3,4,8,2,4,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
6873,4,3,8,2,4,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
6874,3,4,1,2,4,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,7,class_1
6875,3,4,8,2,9,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,4,class_1
6876,4,4,1,2,5,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,2,class_1
6877,3,4,1,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,2,class_1
6878,4,3,8,2,4,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,7,class_1
6879,3,4,1,2,5,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
6880,4,3,8,2,5,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,2,class_1
6881,4,4,8,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,4,class_1
6882,4,3,1,2,5,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,2,class_1
6883,4,3,1,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,7,class_1
6884,3,3,8,2,5,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,7,class_1
6885,5,1,4,2,7,3,2,1,11,1,7,3,3,8,8,1,3,3,6,8,3,1,class_2
6886,3,4,8,2,4,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,7,class_1
6887,5,3,1,2,4,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,7,class_1
6888,5,3,1,2,9,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,7,class_1
6889,3,3,8,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6890,4,4,8,2,5,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,2,class_1
6891,4,4,1,2,9,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,2,class_1
6892,4,4,8,2,9,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,4,class_1
6893,3,4,8,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,4,class_1
6894,4,4,1,2,9,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,7,class_1
6895,4,3,8,2,9,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,class_1
6896,3,4,1,2,9,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,2,class_1
6897,3,3,8,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,class_1
6898,4,4,8,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,4,class_1
6899,3,4,1,2,4,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,7,class_1
6900,4,4,1,2,5,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,4,class_1
6901,3,4,1,2,7,1,1,1,2,1,7,4,4,5,5,1,2,2,6,9,5,2,class_2
6902,5,4,1,2,4,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,4,class_1
6903,4,4,1,2,4,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,2,class_1
6904,5,3,8,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,4,class_1
6905,3,3,3,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,8,6,4,class_2
6906,1,4,1,2,7,1,1,1,2,1,7,4,4,5,5,1,1,2,6,9,2,2,class_2
6907,5,4,4,2,7,3,2,1,11,1,7,4,3,8,8,1,3,3,6,8,3,1,class_2
6908,3,1,4,2,7,3,2,1,5,1,7,4,3,8,8,1,3,3,6,8,4,1,class_2
6909,3,4,1,2,9,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,7,class_1
6910,5,3,8,2,5,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6911,3,4,1,2,7,1,1,1,7,1,7,4,4,5,5,1,1,2,6,6,2,2,class_2
6912,5,4,8,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,7,class_1
6913,1,3,10,2,7,3,2,2,12,1,2,2,2,9,9,1,4,2,2,8,2,2,class_1
6914,3,4,8,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,7,class_1
6915,1,4,4,2,7,3,2,1,5,1,7,3,3,8,8,1,3,3,6,8,3,1,class_2
6916,5,3,8,2,5,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,4,class_1
6917,5,4,8,2,9,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,class_1
6918,4,4,8,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,7,class_1
6919,4,3,1,2,4,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,4,class_1
6920,4,4,8,2,9,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
6921,5,1,4,2,7,3,2,1,11,1,7,4,3,8,8,1,3,3,6,8,4,1,class_2
6922,5,4,1,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6923,5,4,8,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,7,class_1
6924,4,4,8,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,2,class_1
6925,1,1,4,2,7,3,2,1,8,1,7,3,3,8,8,1,3,3,6,8,3,1,class_2
6926,4,3,1,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,7,class_1
6927,4,4,1,2,4,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,4,class_1
6928,4,4,1,2,7,1,1,1,7,1,7,4,4,5,5,1,1,2,6,2,2,2,class_2
6929,3,3,6,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,8,6,4,class_2
6930,4,4,1,2,4,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
6931,5,3,8,2,4,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,2,class_1
6932,4,4,1,2,9,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,2,class_1
6933,1,4,9,2,7,3,2,1,11,1,7,4,3,8,8,1,3,3,6,8,3,1,class_2
6934,3,3,8,2,5,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,4,class_1
6935,4,3,8,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,2,class_1
6936,4,4,8,2,4,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,2,class_1
6937,5,3,1,2,5,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,7,class_1
6938,3,1,9,2,7,3,2,1,8,1,7,4,4,8,8,1,3,3,6,8,4,1,class_2
6939,1,4,9,2,7,3,2,1,8,1,7,4,4,8,8,1,3,3,6,8,3,1,class_2
6940,5,4,8,2,4,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6941,4,3,1,2,4,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
6942,4,3,1,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,8,5,4,class_2
6943,5,4,1,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
6944,5,4,1,2,4,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,2,class_1
6945,4,3,1,2,9,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,2,class_1
6946,4,3,8,2,6,1,1,1,11,1,2,3,2,3,3,1,3,1,5,8,2,7,class_1
6947,3,4,8,2,5,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,7,class_1
6948,5,3,8,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6949,3,4,1,2,9,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,2,class_1
6950,5,4,8,2,5,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6951,5,3,1,2,5,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,2,class_1
6952,4,3,8,2,5,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
6953,3,1,9,2,7,3,2,1,11,1,7,4,4,8,8,1,3,3,6,8,4,1,class_2
6954,5,4,1,2,9,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,7,class_1
6955,4,4,1,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,class_1
6956,5,4,8,2,4,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,7,class_1
6957,5,4,8,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6958,5,3,1,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,2,class_1
6959,5,1,9,2,7,3,2,1,5,1,7,4,4,8,8,1,3,3,6,8,4,1,class_2
6960,5,4,1,2,5,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6961,5,3,1,2,9,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,2,class_1
6962,5,4,1,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
6963,5,4,8,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,7,class_1
6964,3,4,1,2,4,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,2,class_1
6965,3,3,8,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,2,class_1
6966,4,4,8,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,4,class_1
6967,5,3,1,2,5,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
6968,1,4,1,2,7,3,1,1,11,1,1,2,2,1,1,1,3,3,6,8,6,7,class_2
6969,4,4,1,2,5,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,4,class_1
6970,5,3,8,2,5,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,7,class_1
6971,3,4,1,2,7,3,1,1,11,1,1,2,2,1,1,1,3,3,6,8,6,7,class_2
6972,4,4,1,2,5,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
6973,5,4,1,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
6974,4,3,1,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,4,class_1
6975,3,4,1,2,9,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,4,class_1
6976,5,1,9,2,7,3,2,1,11,1,7,4,4,8,8,1,3,3,6,8,4,1,class_2
